,player_id,@id,url,username,score,rank,country,title,name,status,avatar,flair_code,win_count,loss_count,draw_count,trend_score.direction,trend_score.delta,trend_rank.direction,trend_rank.delta
10,258966349,https://api.chess.com/pub/player/aimdanisteiner,https://www.chess.com/member/AIMDaniSteiner,AIMDaniSteiner,2127,11,https://api.chess.com/pub/country/DE,,AIM Daniel Steiner,premium,https://images.chesscomfiles.com/uploads/v1/user/258966349.4e6d9c36.200x200o.b591b02c76b7.png,bullet,31,7,1,0.0,0.0,-1.0,3.0
11,225821581,https://api.chess.com/pub/player/deliverancemanifestation,https://www.chess.com/member/deliverancemanifestation,deliverancemanifestation,2124,12,https://api.chess.com/pub/country/TH,,Michael Rohland,premium,https://images.chesscomfiles.com/uploads/v1/user/225821581.39546794.200x200o.8152d3a653c7.jpeg,bitcoin,19,2,0,0.0,0.0,-1.0,3.0
12,6345184,https://api.chess.com/pub/player/biw,https://www.chess.com/member/biw,biw,2123,13,https://api.chess.com/pub/country/KG,,biw,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,17,3,3,0.0,0.0,-1.0,3.0
13,20241864,https://api.chess.com/pub/player/rpqjyscp,https://www.chess.com/member/Rpqjyscp,Rpqjyscp,2103,14,https://api.chess.com/pub/country/SZ,,,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,2149,797,138,1.0,15.0,1.0,1.0
14,24556522,https://api.chess.com/pub/player/franklinapalomo,https://www.chess.com/member/FranklinAPalomo,FranklinAPalomo,2098,15,https://api.chess.com/pub/country/VE,FM,Franklin Annervys Palomo Chess,premium,https://images.chesscomfiles.com/uploads/v1/user/24556522.a16dc3af.200x200o.ac26170a5ebf.jpg,arena_kings,44,2,1,0.0,0.0,-1.0,4.0
15,56125500,https://api.chess.com/pub/player/tchebytchev,https://www.chess.com/member/Tchebytchev,Tchebytchev,2097,16,https://api.chess.com/pub/country/FR,,,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,3003,257,79,1.0,4.0,-1.0,3.0
16,4707872,https://api.chess.com/pub/player/hombreinvisible2011,https://www.chess.com/member/HombreInvisible2011,HombreInvisible2011,2089,17,https://api.chess.com/pub/country/CO,,S. Z.,basic,https://images.chesscomfiles.com/uploads/v1/user/4707872.0875c6fe.200x200o.6b94f7f45289.jpeg,nothing,48,16,2,0.0,0.0,-1.0,3.0
17,11551870,https://api.chess.com/pub/player/koukku,https://www.chess.com/member/Koukku,Koukku,2085,18,https://api.chess.com/pub/country/FI,NM,Jyrki Kiltti,premium,https://images.chesscomfiles.com/uploads/v1/user/11551870.ebef66ea.200x200o.91e9ba199e9b.jpeg,diamond_traditional,506,41,26,0.0,0.0,-1.0,2.0
18,304087225,https://api.chess.com/pub/player/lubricate9,https://www.chess.com/member/Lubricate9,Lubricate9,2083,19,https://api.chess.com/pub/country/EU,,,basic,https://images.chesscomfiles.com/uploads/v1/user/304087225.24d096d2.200x200o.ae76178218fd.png,nothing,167,174,13,,,,
19,48410756,https://api.chess.com/pub/player/waywardson41,https://www.chess.com/member/waywardson41,waywardson41,2081,20,https://api.chess.com/pub/country/US,,Calvin Lee,basic,https://images.chesscomfiles.com/uploads/v1/user/48410756.d8867570.200x200o.a86b68883dd2.jpeg,nothing,10146,1176,276,-1.0,16.0,-1.0,8.0
20,47335798,https://api.chess.com/pub/player/hout10,https://www.chess.com/member/hout10,hout10,2080,21,https://api.chess.com/pub/country/BR,,,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,67,31,2,0.0,0.0,-1.0,4.0
21,53297258,https://api.chess.com/pub/player/zxcvbn2200,https://www.chess.com/member/zxcvbn2200,zxcvbn2200,2074,22,https://api.chess.com/pub/country/NL,,,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,83,42,2,0.0,0.0,-1.0,4.0
22,45830418,https://api.chess.com/pub/player/jhonhts,https://www.chess.com/member/jhonhts,jhonhts,2046,23,https://api.chess.com/pub/country/PE,,Jhon Torres Salazar,basic,https://images.chesscomfiles.com/uploads/v1/user/45830418.69c67cd0.200x200o.eef857c69016.jpg,nothing,1475,298,45,0.0,0.0,-1.0,4.0
23,28010858,https://api.chess.com/pub/player/monalize,https://www.chess.com/member/monalize,monalize,2043,24,https://api.chess.com/pub/country/SI,IM,Leon Mazi,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_traditional,3692,1203,86,0.0,0.0,-1.0,3.0
24,63416536,https://api.chess.com/pub/player/advait_chess07,https://www.chess.com/member/Advait_Chess07,Advait_Chess07,2041,25,https://api.chess.com/pub/country/IN,,Advait Rohit Vijay,premium,https://images.chesscomfiles.com/uploads/v1/user/63416536.094a6236.200x200o.c3b9710e8527.jpg,crown_traditional,48,15,1,0.0,0.0,-1.0,3.0
25,43069676,https://api.chess.com/pub/player/cl18chc,https://www.chess.com/member/cl18chc,cl18chc,2036,26,https://api.chess.com/pub/country/HU,,Lac,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,4255,370,115,-1.0,9.0,-1.0,6.0
